route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
147-203,Weekday-1,1001-14701-64200-2-986ab153,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-64800-2-6f32eea7,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-66000-2-e95d25f4,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-66600-2-6f32eea7,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-67800-2-f81e4376,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-68400-2-6f32eea7,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-69600-2-f81e4376,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-70200-2-6f32eea7,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-71400-2-f81e4376,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-72000-2-6f32eea7,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-73200-2-f81e4376,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-73800-2-8e6a272f,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-75000-2-e6a1c626,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-75600-2-8e6a272f,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-76800-2-783d8336,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-77400-2-8e6a272f,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-78600-2-8ed4f013,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14701-79200-2-8e6a272f,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekday-1,1001-14701-80400-2-e6a1c626,Waitakere Township To Henderson,,0,,1001-14701-5b92fb16,0,0
147-203,Weekend-1,1001-14702-21600-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-22200-2-dfebdbf2,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-23400-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-24000-2-dfebdbf2,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-25200-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-25800-2-72ed0f85,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-27000-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-27600-2-72ed0f85,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-28800-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-29400-2-d982221c,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-30600-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-31200-2-d982221c,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-32400-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-33000-2-b430974b,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-34200-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-34800-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-36000-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-36600-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-37800-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-38400-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-39600-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-40200-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-41400-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-42000-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-43200-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-43800-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-45000-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-45600-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-46800-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-47400-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-48600-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-49200-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-50400-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-50700-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-52200-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-52500-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-54000-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-54300-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-55800-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-56100-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-57600-2-0d9abe60,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-57900-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-59400-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-59700-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-61200-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-61500-2-b12942bb,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-63000-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-63600-2-c85f4a90,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-64800-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-65400-2-c85f4a90,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-66600-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-67200-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-68400-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-69000-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-70200-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-70800-2-4c9d80b9,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-72000-2-e20208b5,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-72600-2-90c17284,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-73800-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-74400-2-90c17284,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-75600-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-76200-2-90c17284,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-77400-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-78000-2-90c17284,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-79200-2-fd30a7a7,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-79800-2-90c17284,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-81000-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-81600-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-82800-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-83400-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekend-1,1001-14702-85500-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
147-203,Weekday-1,1001-14702-86100-2-04704905,Henderson To Waitakere Township,,1,,1001-14702-09565f45,0,0
145-203,Weekday-1,1002-14501-19200-2-fc16cce1,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-21600-2-fc16cce1,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-23400-2-fc16cce1,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-25200-2-370ffc9f,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-25200-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-27000-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-27000-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-28800-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-28800-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-30600-2-6ec1f831,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-30600-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-32400-2-6ec1f831,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-32400-2-d97dc274,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-34200-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-34200-2-d97dc274,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-36000-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-36000-2-d97dc274,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-37800-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-37800-2-d97dc274,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-39600-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-41400-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-43200-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-45000-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-46800-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-48600-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-50400-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-52200-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-54000-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-54000-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-55800-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-55800-2-5e4300c5,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-57600-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-57600-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-59400-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-59400-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-61200-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-61200-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-63000-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-63000-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-64800-2-0816ccc7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-64800-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-66600-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-66600-2-f775ca12,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-68400-2-609338f2,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-68400-2-67b93f30,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-70200-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-70200-2-609338f2,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-71400-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-71400-2-609338f2,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-73200-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-75000-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-76800-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-76800-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14501-78600-2-5e00ee8c,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekend-1,1002-14501-78600-2-e73b08b7,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-80400-2-d9930cc9,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Daily-1,1002-14501-82200-2-d9930cc9,Lincoln Rd To Henderson Via Western H,,0,,1002-14501-cd43bda4,0,0
145-203,Weekday-1,1002-14502-20700-2-40ca7759,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-22500-2-7dac3689,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-22500-2-a20d766f,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-24300-2-7dac3689,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-24300-2-a20d766f,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-26100-2-7dac3689,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-26100-2-c86c3ea3,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-27900-2-7dac3689,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-27900-2-c86c3ea3,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-29700-2-7dac3689,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-29700-2-c86c3ea3,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-31500-2-c86c3ea3,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-31500-2-d809b6de,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-33300-2-c86c3ea3,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-33300-2-d809b6de,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-35100-2-bdfa738c,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-35100-2-d809b6de,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-36900-2-bdfa738c,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekend-1,1002-14502-36900-2-d809b6de,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
145-203,Weekday-1,1002-14502-38700-2-bdfa738c,Henderson To Lincoln Rd Via Western H,,1,,1002-14502-fcb248eb,0,0
